date,aave,compound,venus_finance,morpho_blue,banker_joe,spark,kamino,benqi,maple,euler,iron_bank,jupiter,fluid,blizz_protocol,moonwell,radiant_capital,zerolend,neverland,hyperlend,lista_dao,kinza_finance,uwulend,cream_finance,hypurrfi,seamless_protocol,mendi_finance,annex_finance,atlantis_loans,dolomite,ola_finance,granary_finance,strike,reserve_lending,lodestar_finance,percent_finance,hundred_finance,sake_finance,fortress_protocol,nereus_finance,easy_finance,rho_markets,realt,sturdy,channels_finance,tender_finance,extra_finance,enclabs_protocol,agave_finance,lore_finance,centrifuge,vicuna_lending,machfi,apple_lending,portler,native_lend,hopelend,goldbank_finance,lendora_protocol,hyperdrive,aquarius_loan,shroomy_protocol,neku,paribus,zeno_lend,filda,power_pool,curvance,total
2023-06-01,1549566218.359536,321097658.707178,128548141.403304,0,5176731.697266,0,0.842484,26275295.701146,15632818.038263,0,797963.049748,0,0,0,0,131818824.485537,0,0,0,0,434.601188,2404580.394883,37530.695515,0,0,0,18208.247240,0,0,605628.370898,11310118.850645,5779926.962399,0,0,0,9.286059,0,0,1975.818671,0,0,0,322810.655242,0,2030446.322256,0,0,290579.638468,0,0,0,0,0,0,0,0,201645.640548,0,0,0,0,0,4432.619804,0,0,0,0,2201921980.388279
2023-07-01,1087966698.406626,503889792.077713,68565978.525186,0,4983752.172906,0,688.720628,10809343.008830,6677094.297756,0,44733.865809,0,0,0,0,120193799.334555,15490.700768,0,0,0,20072.615923,1335336.663184,25323.263023,0,0,0,5282.737110,0,0,55587.572482,5870948.169264,945525.633239,0,0,0,0,0,10.006726,4218.219350,0,0,0,402080.765884,0,973251.005625,0,0,332640.766792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7689.328143,0,0.191219,0,0,1813125338.048741
2023-08-01,1405448095.465155,337226417.505697,104584208.752939,0,314682.613579,0,1973.709545,5818145.085012,12397022.097145,0,199055.281216,0,0,0,16081788.028311,72523333.384702,668974.563020,0,0,0,337518.114494,278102.470101,52342.179066,0,0,12321918.281634,1295.320073,0,0,71635.595608,3359267.089201,1913266.598086,0,0,0,0,0,48.858789,1868.227970,0,0,0,461190.768779,0,264124.002936,0,0,477673.517929,0,0,0,0,0,0,0,322260.444399,0,0,0,0,0,0,2.717372,0,0,0,0,1975126210.672757
2023-09-01,1118046444.237477,128769159.222277,83882727.886297,0,76671.628815,0,83.830563,3642421.265469,12184882.340719,0,62272.597215,0,0,0,10446816.615824,52995785.513400,6231740.087497,0,0,0,254228.760684,113119.364934,32684.355107,0,179916.536379,5167569.348218,11682.885798,0,0,29655.761677,692118.493214,957900.625393,0,0,0,0,0,55.825133,705.895590,0,0,0,0,0,193280.155123,0,0,133683.952962,0,0,0,0,0,0,0,106116.913693,0,0,0,0,0,0,794.183004,0,0,0,0,1424212518.282462
2023-10-01,1689726468.545499,320387124.806969,84359700.329531,0,148235.340598,197137.090854,23480.337424,3864115.455527,37062450.303787,0,110480.834901,0,0,0,7355331.999862,70678461.268674,15115840.698418,0,0,0,711007.352488,3770532.384204,11384.891365,0,2871183.384838,4958877.488772,2663.319254,0,0,69599.035485,1564997.819881,1917968.138571,0,0,0,0,0,600.926681,19556.379035,0,0,0,0,0,189989.543976,0,0,757493.573211,0,0,0,0,0,0,0,299405.883954,0,0,0,0,0,0,0,0,0,0,0,2246174087.133759
2023-11-01,1314576425.530452,325753198.510233,91017241.982257,0,545313.531792,406854.225178,3841752.158777,21608185.728138,14008545.223922,0,534937.791443,0,0,0,8380545.734991,78084871.565420,14565031.021402,0,0,0,5599570.959281,571531.924723,25725.575329,0,469621.962371,1694956.492051,5923.479197,0,0,352270.948012,1095417.573957,2899957.047453,0,0,0,0,0,0,58118.908442,15.007986,0,0,0,0,103305.933502,0,0,108017.490299,0,0,0,0,0,0,0,0,0,211300.888323,0,0,0,0,0,0,0,0,0,1886518637.194931
2023-12-01,1653877658.022401,185465636.021852,247791957.003014,0,1277867.339349,689403.758405,68920019.695975,23025941.039287,5080854.963359,0,2275904.540745,0,0,0,11518582.998321,81913126.970761,29949346.020190,0,0,0,33771510.694356,7329923.452317,39975.678469,0,557966.777670,5312097.405496,30619.953302,0,0,574611.489714,1322799.714567,5403862.496131,0,0,0,0,0,0,20621.046942,0.000100,0,0,699.694824,0,97967.207941,0,0,240109.481509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.980371,0,0,0,0,2366489090.447371
2024-01-01,1945063841.712583,263664833.272923,287786099.714630,8926935.606954,735677.608222,544609.447498,125228376.858554,15903340.331328,12216762.279804,0,2530661.736395,0,0,0,10828578.478396,86802250.221369,59510724.763925,0,0,0,78748183.452616,2219618.353169,92564.099774,0,11547557.367771,8090300.535755,19304.342839,0,0,80893.017195,1085570.318162,41860.758064,0,0,0,0,0,0,27838.474213,0,0,0.000100,0,5129.051853,284704.542551,0,0,99052.105606,0,0,0,0,0,0,0,0,0,0,0,22934.402653,0,0,160.175186,0,0,0,0,2922108363.030090
2024-02-01,2003403369.317907,325912315.097902,303089932.944810,30670700.590448,422339.235569,766790.983879,85811272.725012,18223903.170116,1675230.031314,0,1703445.677252,0,12021659.261278,0,13657442.146080,74090966.757898,99992225.863249,0,0,0,43963298.891168,9221428.725618,25393.919369,0,8450991.332920,4638615.878309,1772.519346,0,0,143657.558200,2889750.063951,111493.998608,0,0,0,0,0,0,42102.981617,0,0,763962.362045,0,0,45086.631798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29037.747451,0,0,75.000000,0,0,0,0,3041768261.413115
2024-03-01,3417023674.558651,468881329.760561,624321641.957114,38105178.954141,1582435.042313,1870940.996191,189932421.240531,24197251.848712,30988053.701159,0,2010541.552637,0,42969815.594563,0,43847007.659522,137023273.313485,102409357.395157,0,0,0,58853970.325856,8404029.038225,94042.397386,0,12184726.574416,26687604.467189,4021.241164,0,0,125925.026784,876122.800563,508971.241800,0,0,0,0,0,0,2602.042843,0,0,1489700.683467,0,1.777428,86366.238455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5972.532744,0,0,150.517100,0,0,0,0,5234487130.480157
2024-04-01,2203539760.441593,300243291.849439,589990062.298360,76806539.681616,756285.190468,1590767.484637,154424574.836858,15338086.172373,16462595.807675,0,633039.112949,0,43755810.137450,0,37659050.891448,48091010.173989,110399682.876108,0,0,0,38319818.835380,3152328.633290,36012.036968,0,28764245.205666,22708375.556084,5851.361686,0,0,33995.512102,1212831.807081,202779.109024,0,0,0,0,0,0,3787.560000,0,0,898405.385566,0,0,68671.045638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18665.517227,0,0,115.612474,0,0,0,0,3695116440.133150
2024-05-01,3433613824.506769,259609160.503465,282581852.076668,45036771.146357,3738622.816052,3276719.501136,111523067.549621,5554975.427705,33056450.129814,0,605203.361698,0,91548040.352669,0,75713284.508481,29992456.038536,100234263.295553,0,0,0,29901883.504053,2025519.799798,11664.898145,0,30545820.736599,39569645.421253,1652.582488,0,0,14039.328328,976705.925069,725223.187949,0,0,0,0,0,0,498.279035,0,0,970909.398418,0,0,12373.552172,0,0,0,0,0,0,0,0,0,0.998936,0,0,0,0,10942.751866,0,0,2863.288946,0,0,0,0,4580854434.867576
2024-06-01,2125305469.840480,142613884.773649,290534449.670941,62783638.421251,1615662.528598,1744100.340858,115782074.244400,20954810.932217,18224769.381668,0,244217.325173,0,76926861.587940,0,28933417.837457,30034946.438769,89406796.706324,0,0,0,13357132.944824,5240409.706647,12470.170273,0,37969428.685207,29939293.657031,0,0,0,38228.253661,440768.264468,724976.394184,0,0,0,0,0,0,5170.584100,0,6101017.346228,1176848.543341,0,0,37993.764748,0,0,0,0,0,0,0,0,0,314776.841323,0,0,0,0,1083.000430,0,0,109.961100,0,0,0,0,3100464808.147290
2024-07-01,4096417066.299012,276586326.848517,322569568.708066,125021202.663396,364199.555313,1596855.594049,207927281.020376,62548658.540208,42516513.825723,0,856111.877077,0,100592440.294063,0,294927490.595867,12617898.639067,165649569.402963,0,0,0,6123525.920197,948717.787071,3567.201676,0,11711871.123958,19238963.483013,0,0,0,7887.944602,725477.447685,16360.222892,0,0,0,0,0,0,15862.765000,0,7342014.549005,1212570.318359,20244.948236,0,28522.501975,0,0,0,0,0,0,0,0,0,1102291.688730,0,0,0,0,12327.621238,0,0,50.000000,0,0.100000,0,0,5758701439.487333
2024-08-01,4388482945.588980,207809719.833436,638587125.569716,136235223.120573,369866.909359,2190127.937241,415317178.611186,80956590.935865,38709153.299987,3915.751542,690205.823785,0,140759479.256205,0,481851437.470648,51305265.122803,38435143.363909,0,0,0,4862630.680122,2447581.119144,4649.689181,0,17062910.825894,21975047.231757,0.199979,0,0,16437.626436,293811.469073,2511972.393413,0,0,0,0,0,0,2942.867900,0,3364520.531917,1025137.849557,0,0,50791.225904,0,0,0,6687482.332379,0,0,0,0,0,14222.776493,0,0,0,0,4002.661549,0,0,10.999659,0,0,0,0,6682027531.075592
2024-09-01,5842923212.024975,226097847.276360,429347799.787440,95135354.005800,160414.391702,2613403.666834,269120656.825837,102589146.570132,73887198.824834,1362976.900823,292271.109847,0,106950777.423445,0,163460272.384101,61099556.046052,17640800.871380,0,0,0,2272824.679760,33777.015490,1030.058686,0,23380586.867327,10289705.243011,0,0,0,5427.002256,64659.376969,78183.259015,0,0,0,0,0,0,7385.929762,0,14207816.768043,714039.618945,0,0,10786.423260,0,0,0,2015265.300905,0,0,0,0,577431.361010,86472.428388,0,0,0,0,2486.238095,0,0,0,0,0,0,0,7446429565.680483
2024-10-01,13382719129.585400,232184320.848372,428407011.933101,177457694.410119,127479.152578,1171949.040500,371162472.057566,142189219.650148,117768490.068388,3136705.125122,1152072.283216,0,90933212.747766,0,112368413.480035,18516214.904040,32702190.156572,0,0,0,2692279.514852,574979.099527,1336.783548,0,11475052.223691,7843449.009753,0,0,0,7252.098039,66926.662158,240806.868369,0,0,0,0,0,0,1449.834400,0,6729798.519998,648896.517253,0,0,10190.992019,0,0,0,257321.895459,0,0,0,0,656069.930375,71321.195633,0,0,0,0,1985.094589,0,0,0,0,0.034800,0,0,15143275691.717390
2024-11-01,12829594670.650328,304166508.642497,805000538.676783,342544929.637976,264221.989191,1014384.468759,546448998.481585,478863776.145384,67426516.915166,20582708.823557,5119845.387815,0,182794915.720077,0,251930948.474610,824209.198057,31173693.749736,0,0,0,4104470.301635,123630.736272,16450.518011,0,24467732.535755,7992172.205039,1104.036633,0,0,40738.127736,225434.970757,2402826.516408,0,0,0,0,0,0,3129.493540,0,203036.081920,1786688.448940,0,0,86710.450135,31.739599,0,0,267574.115538,0,0,0,0,178093.811854,8097.512491,0,0,0,0,5661.747383,0,0,6860.135858,0,0,0,0,15909671310.447025
2024-12-01,11412931153.118338,407121749.620771,1159495302.061868,1248428291.363455,638179.900617,2849641.111040,395318361.748826,522455984.875706,73322236.536051,56821712.204240,2783840.192868,0,254788521.178048,0,184617431.701184,2889035.805200,22915716.123310,0,0,0,4669476.576557,630917.923366,118416.387612,0,7952618.333883,4250554.955353,0,0,0,41236.629717,246570.838044,655427.238888,0,0,0,0,0,0,2908.687114,0,51687.618670,1939523.441948,0,0,18500.725716,155.566605,0,0,113804.860330,0,0,0.219370,0,3334.196061,138697.190025,0,0,0,0,1389.175886,0,0,1240.838110,0,0,0,0,15768213618.944777
2025-01-01,10382573114.740641,394815254.020723,724037740.371646,2255566589.772727,330457.488104,1937504.913816,780922681.865208,272644079.258553,54385594.165706,104254947.953121,3490115.515393,0,211511607.985322,0,114926381.143903,632817.973266,99926031.911350,0,0,0,1870669.024933,6193.737620,485294.034282,0,12446549.055854,4779217.256530,0,0,0,18425.683434,264010.700236,731263.107693,0,0,0,0,1004578.402346,0,28387.710900,0,49158.769286,2429865.466306,0,0,45726.993831,386.383692,19554.500000,0,54220.021650,0,0,808034.317575,0,329.983260,19144.469850,0,0,0,0,8481.806215,0,0,3935.766809,49.784136,0,0,0,15427028396.055922
2025-02-01,12799698299.787142,315851857.941144,923250029.087382,805792641.099492,132604.592344,1970266.984796,469545655.291590,123453729.778067,172395110.477131,73560776.186756,1813394.385268,0,243861006.621531,0,104412181.206863,1406240.574946,60577955.875896,0,0,0,1894707.570268,178790.214031,23917.752927,0,9920832.969186,952651.266014,0,0,0,13028.901711,65857.131764,175901.646317,0,0,0,0,5887815.020158,0,300.600000,0,43206.721753,1513258.595850,0,0,10152.328715,1052.370726,26485.316222,0,54896.789971,0,1666828.308070,1515472.669988,0,22093.327963,0,0,0,0,0,0,0,0,0,30982.265394,0,0,0,16121719981.657372
2025-03-01,6005508207.140641,200190698.461614,527939987.810591,819380928.681365,223025.586345,45835932.921250,337110667.687980,34171181.738129,195846405.624135,150650272.054344,1912561.365602,0,252766477.180864,0,65683115.599920,1027762.991596,39864848.933218,0,0,0,1479544.774407,0,146188.002155,0,1157235.128642,463792.375349,0,0,0,3380.757328,13968.841023,927019.859412,0,0,0,0,7695868.021683,0,15.706768,0,3590.976548,1550600.606246,0,0,7169.405648,420850.206125,19537.986504,0,102.102000,0,3724643.298743,1789962.804030,0,126031.256704,0,0,0,0,0,0,0,0,0,475.438358,0,0,0,8697642051.325264
2025-04-01,8143525918.987350,145322230.556408,176842663.724749,900935003.497269,43690.128755,64189340.187791,300923896.724208,47579987.702298,144746622.136256,160188000.085367,4591704.468346,0,134834181.574849,0,93523984.066133,793840.501224,5250458.490886,0,0,0,1121435.030865,184.319863,2124.022824,0,85518.912227,260017.708563,0,0,0,9217.040203,6467.749810,1145910.803654,0,0,0,0,7777209.133267,0,255.847012,0,3211.857316,1747398.403557,0,0,1000.000000,1608382.406660,27085.533340,0,0,0,2063.645728,364729.899781,0,211614.816890,0,0,0,0,0,0,0.166430,0,0,25.631024,0,0,0,10337665375.760899
2025-05-01,12535979566.417509,243936424.536300,326498380.761287,1237556894.179599,47778.459129,79555735.913116,318065021.081030,75615740.627541,217328392.162318,215618452.164617,3822655.197266,0,178685976.626068,0,281723252.848295,784643.872183,863268.468639,0,3529053.410877,33522980.199420,688536.417398,0,1088.810917,15111813.302548,0,269511.100141,0,0,0,7519.273572,10402.955580,982627.823479,0,0,0,0,17398354.790203,0,999.792000,0,3471.466612,1391072.692132,0,0,5131.672504,3839662.019023,8925.509873,0,0,0,15336.913445,254754.791433,0,30967.103627,0,0,0,0,0,0,16366.421467,0,0,443.110327,0,0,0,15793171202.891481
2025-06-01,10380839998.673344,189275062.097932,224682157.329492,757382638.080623,19082.313291,42007452.057512,312260223.769804,164514171.692549,323105075.921245,799853057.419928,1305564.906136,0,146738501.681883,0,255266735.275331,294063.655666,347322.830392,0,13095288.215263,41426968.890235,718469.621448,0,1089.258115,16598479.094030,0,156642.637363,0,0,0,9539.770383,934.213850,1584904.162992,0,0,0,0,3415544.004660,0,2559.520000,0,4715.888513,1036255.347152,0,0,7909.088300,4190471.358764,1462597.538444,0,0,0,786.864500,104351.012420,0,18240.326168,0,0,0,0,0,0,43317.361763,0,0,0,0,0,0,13681770171.879494
2025-07-01,20832573352.357403,290254391.230614,184438381.688454,1249086130.078808,51928.514139,18842986.252533,488175693.245146,283249806.543911,321641630.021552,1098424847.270665,1390807.217158,510.259351,303375151.282065,0,277279700.820329,649529.518317,300339.473807,0,53849454.063913,39137310.365071,730968.150072,0,131424.411066,28518695.397284,0,432807.537429,0,0,783589.903502,20202.215007,23227.898218,784268.283539,0,0,0,0,6649510.198967,0,9565.101685,0,15872.009019,3760291.741632,0,0,573.563280,1439816.519417,1292299.369197,0,0,0,31193.949900,41405.065455,0,133.481154,0,0,0,0,0,0,14816.495318,0,6.083980,0,0,0,0,25487402617.578369
2025-08-01,25952448999.586540,264546862.616301,302598348.515690,1981617120.422371,62460.546259,384468132.472282,561025979.408191,624787749.065049,167030418.394796,773041730.999180,9224.400797,343449913.639569,354187474.379971,0,216865685.832356,910497.491243,6336671.171804,0,89206767.853124,232391043.895369,405560.154465,1.053719,50139.624185,73865569.296825,0,911402.155805,0,0,2538156.982118,21876.766529,3247.330597,171725.898203,0.999705,0,0,0,3801993.283463,0,21983.771256,0,378.914086,1779949.050309,0,0,59307.836533,551540.550533,1290225.667162,0,0,0,900.317272,31076.585778,0,2028.290517,0,0,0,0,0,0,26735.744288,0,13.005730,0,0,0,0,32340518893.969967
2025-09-01,25654125981.461468,241268603.798574,560804125.583507,2022298494.088326,23055.139718,2899380928.300087,902161542.512506,537215475.131401,491193773.761751,1831366553.767990,1324139.799826,586595337.163717,643419767.156463,0,206812120.696758,660021.923119,492512.811438,0,133520789.964052,27253801.860652,502255.178763,1.948994,9754.995466,46842518.363228,0,910357.756484,0,0,1400965.455129,9507.510915,8506.748666,3018.488110,0,0,0,0,742674.411495,0,8247.879250,0,439.148989,1689824.264725,0,0,12923.312074,654034.635754,2546169.376163,0,0,0,110.994418,5887.716782,0,386.888004,0,0,0,0,0,0,3157.378051,0,0,0,0,0,0,36795267767.372810
2025-10-01,25411137234.846710,312870151.148333,456400941.475182,2136125639.230169,19292.310424,4081607302.808136,758032084.270024,247616924.044556,765782450.802490,2893462082.566720,800380.376966,489585902.966643,873368902.310691,0,174079173.763748,3962709.981755,100860.697265,0,136646983.524973,28536299.817156,525922.505999,5.105960,445.631338,23131505.480956,0,86362.738975,0,0,134116.682719,2791.665593,1656.691422,1997.796579,0,0,0,0,554534.425082,0,5580.274900,0,905.071487,2151187.053499,0,0,8300.590882,395482.988709,3638943.030590,0,0,0,9779.893863,24763.314698,0,611.045901,0,0,0,0,0,0,1126.170355,0,0,0,0,0,0,38800811335.101448
2025-11-01,12852674954.043522,209898913.701438,1606307677.732139,2249180112.565192,2129.836192,2397567248.245798,515682420.362282,74804186.067646,510460479.917170,788275090.642954,767289.096815,510447693.310820,416568037.742158,0,25010563.372675,4552555.354888,68722.323562,1473316.483327,33988240.004084,22529049.897911,285706.701362,0,2787.801105,21393365.024798,0,29341.527861,0,0,35302.633682,0,289.981223,11049.198747,0,0,0,0,641514.014638,0,3496.891380,0,2.021205,1162009.463409,0,0,8255.554163,245025.342514,204257.163070,0,0,0,2587.466633,6172.119833,0,20.006043,0,0,0,0,0,0,98.530342,0,0,0,0,0,0,22244289962.142586
2025-12-01,10100467783.409174,827743584.484029,673313167.568027,1393399710.208975,26210.684719,601556118.311856,551255614.873331,11773557.121854,1212251987.974100,547851003.996557,2819670.418324,360785756.196665,453382411.813308,0,53627336.627338,3880227.744032,71218.701562,19390409.961756,32583885.672231,37084136.508533,150284.199488,0,1940.238474,5230042.143022,0,7018.510913,0,0,10017.079326,0,536.655093,0.724269,0,0,0,0,305434.623558,0,19492.108020,0,0,1002390.547618,0,0,49226.029947,32167.194927,0,0,0,0,0,89.993493,0,4.998979,0,0,0,0,0,0,0.100033,0,0,0,0,0,0,16890072437.423532
2026-01-01,11924795167.713289,120330446.656810,308199338.184426,1795178402.328027,159.411993,212262090.219583,566065916.925277,16807051.816032,497177202.538296,176838501.243758,1380606.201606,597022379.415913,390556207.525173,0,5448801.826263,61266.976115,40305.066955,218243839.981069,60821895.382884,20240310.671876,109572.425258,315.021112,5959.282797,10784473.124591,0,16967.656953,0,0,26873099.875604,0,403.054080,0,0,0,0,0,211905.792684,0,0,0,0,738761.013385,0,0,7551.424511,83090.771479,0,0,0,0,0,834.082777,0,0,0,0,0,0,0,0,3.356955,0,0,0,0,0,0,16950302826.967533
2026-02-01,10078946457.542183,121772671.538882,975211398.183004,1747080256.953214,384.952628,700856112.454916,683283447.648870,9111730.265772,908123243.607821,123468782.003934,0,394644714.710724,495141647.853312,0,56158997.055114,1161026.244038,196386.542840,175890935.230501,38769817.086181,17810287.681640,51207.832896,0,3248.914938,9750949.541086,0,23193.837267,0,0,39383317.824391,0,60.011683,0,0,0,0,0,235984.473453,0,0,0,0,0,0,0,15598.616031,87548.237165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16577179406.844488
2026-03-01,10434796958.371647,66479073.861247,1058520177.524309,2732150587.574883,54037.725802,586793275.965714,696313502.707478,10731705.820721,1124833900.543800,170130226.361995,3199.516160,1758678925.213902,355452800.024203,0,4293964.310774,394337.878847,100899.985953,93224440.852005,31703686.094975,14589166.640447,35752.905449,0,45.089300,5029299.207938,0,5689.424024,0,0,6598816.713855,0,0.633246,0,0,0,0,0,1718604.458804,0,0,0,0,0,0,0,1717.549420,5258.907949,0,0,0,0,0,0,0,443.597540,0,0,0,0,45917.094933,0,0,0,0,0,0,0,0,19152686412.557316
2026-04-01,6536769755.767873,97182336.381249,1726150252.654393,2114398512.286037,3603.996382,1897686372.293701,501014097.645101,69330652.009293,1974409799.361577,607403795.610501,499.844285,1979613090.866672,181259476.961716,0,3677650.346684,247387.026801,46535.326211,171180163.799143,35584623.449269,15179039.155710,119980.530366,0,1602.057876,2411655.767231,0,317.112113,0,0,47786856.434821,0,0,0.000002,0,0,0,0,0,0,1999.796280,0,0,0,0,0,4257.755878,23568.483259,0,0,0,0,0,0,0,0,0,0,0,0,18539.762059,0,0,0,0,0,0,0,0,17961506422.482483
2026-05-01,3525419718.885640,77177756.546576,1463901782.889585,1388646642.371163,0,1455110089.922579,502026618.356179,128999236.676283,865266686.924294,745730906.407637,1399.173020,716867744.388422,220997883.819504,0,59413598.744473,166840.039565,1399.422780,87302000.538849,44608434.841691,13741658.207932,33427.162036,21.124489,0,1499680.379444,0,10.781398,0,0,10872414.936061,0,4.065500,0,0,0,0,0,23105.524278,0,11996.255656,0,0,0,74822.874375,0,1.409461,7115.395340,0,0,0,0,7.207070,0,0,0,0,0,0,0,64854.801992,0,0,0,0,0,0,0,0,11307967860.073271
2026-06-01,1149559332.733413,31807438.369469,114019591.162733,372624442.453199,0,233550152.586503,238267692.961905,70306216.996921,66405772.697500,241756991.997392,1349.384940,98162054.220712,40846654.538188,0,8357864.128306,0,6469.414918,5761448.303015,39936627.636747,8474022.096272,45151.994607,0,0,0,0,0,0,0,30303390.183666,0,0,0,0,0,0,0,45288.517340,0,249.496950,0,0,0,0,0,0,159.458524,0,0,0,0,0,0,0,0,0,0,0,0,5392.318971,0,0,0,0,0,0,0,3682.606616,2750247436.258808
